id,generic_name,form,dosage,available,sale_type,price_tnd,lang
MED01045,Doxycycline,Inhalateur,1000 mg,Non,Avec ordonnance,32.49,fr
MED02182,Magnesium,Gélule,20 mg,Non,Sans ordonnance,7.31,fr
MED02689,Azithromycin,Suspension orale,5 mg/ml,Oui,Avec ordonnance,60.4,fr
MED00535,Sertraline,Inhalateur,300 mg,Non,Avec ordonnance,53.22,fr
MED03185,Rapid-acting insulin,Gélule,100 µg/dose,Oui,Avec ordonnance,46.86,fr
MED03858,Amlodipine,Crème,100 mg,Oui,Avec ordonnance,34.73,fr
MED00444,Montelukast,Pommade,40 mg,Oui,Avec ordonnance,23.97,fr
MED03605,Ambroxol,Gélule,40 mg,Non,Sans ordonnance,2.01,fr
MED00196,Cetirizine,Suspension orale,40 mg,Oui,Sans ordonnance,45.04,fr
MED01116,Spironolactone,Suspension orale,100 mg,Oui,Avec ordonnance,60.66,fr
MED00766,Vitamin D3,Inhalateur,850 mg,Non,Avec ordonnance,20.91,fr
MED01946,Diclofenac,Pommade,100 µg/dose,Non,Avec ordonnance,31.67,fr
MED03248,Salbutamol,Sirop,5 mg,Oui,Sans ordonnance,46.02,fr
MED03003,Guaifenesin,Gélule,100 µg/dose,Non,Avec ordonnance,65.02,fr
MED01433,Spironolactone,Pommade,20 mg,Oui,Avec ordonnance,47.36,fr
MED04201,Guaifenesin,Inhalateur,100 mg,Non,Sans ordonnance,22.32,fr
MED03096,Ezetimibe,Crème,250 mg,Non,Avec ordonnance,32.78,fr
MED02923,NPH insulin,Sirop,500 mg,Non,Avec ordonnance,11.19,fr
MED00645,Sertraline,Inhalateur,100 mg,Oui,Avec ordonnance,5.93,fr
MED01050,Vitamin D3,Inhalateur,2 %,Non,Sans ordonnance,29.54,fr
MED01213,أموكسيسيلين,معلق فموي,300 mg,نعم,بوصفة طبية,61.91,ar
MED03922,لوسارتان,حقن,2 %,نعم,بوصفة طبية,52.7,ar
MED01426,أملوديبين,معلق فموي,5 mg/ml,نعم,بوصفة طبية,37.63,ar
MED03067,أسيكلوفير,محلول فموي,400 mg,لا,بوصفة طبية,19.86,ar
MED04520,ميتفورمين,شراب,5 mg,لا,بوصفة طبية,3.07,ar
MED02101,نيستاتين,شراب,100 µg/dose,لا,بدون وصفة,51.01,ar
MED00808,سبيرونولاكتون,حقن,5 mg,لا,بوصفة طبية,78.51,ar
MED04744,فوروسيميد,قرص,40 mg,لا,بوصفة طبية,68.56,ar
MED03751,ديكلوفيناك,مرهم,200 mg,لا,بوصفة طبية,10.25,ar
MED01363,حمض الفوليك,قرص,200 mg,لا,بوصفة طبية,51.34,ar
MED02318,زنك,كبسولة,500 mg,لا,بوصفة طبية,72.99,ar
MED04582,سيبروفلوكساسين,معلق فموي,200 mg,نعم,بوصفة طبية,37.5,ar
MED04742,أزيثروميسين,شراب,850 mg,لا,بوصفة طبية,35.56,ar
MED01026,حمض الفوليك,حقن,2 %,لا,بوصفة طبية,17.29,ar
MED03110,سبيرونولاكتون,شراب,2 %,نعم,بوصفة طبية,9.21,ar
MED02111,كيتوبروفين,حقن,250 mg,نعم,بدون وصفة,89.48,ar
MED01042,إنسولين سريع المفعول,حقن,1 %,لا,بوصفة طبية,15.25,ar
MED01877,أزيثروميسين,قرص,400 mg,نعم,بوصفة طبية,59.65,ar
MED00882,فلوكسيتين,حقن,1 %,نعم,بوصفة طبية,3.48,ar
MED04300,كلوتريمازول,محلول فموي,1 %,نعم,بوصفة طبية,7.59,ar
MED01193,زنك,شراب,200 mg,لا,بدون وصفة,2.35,ar
MED04588,نيستاتين,كبسولة,1 %,نعم,بدون وصفة,21.7,ar
MED04511,مغنيسيوم,مرهم,400 mg,نعم,بوصفة طبية,61.09,ar
MED03671,هيدروكورتيزون,حقن,5 mg/ml,لا,بدون وصفة,62.16,ar
MED00625,إنسولين جلارجين,قرص,5 mg/ml,لا,بوصفة طبية,44.01,ar
MED02797,فيتامين د3,بخاخ,400 mg,لا,بدون وصفة,59.95,ar
MED04292,فوروسيميد,كبسولة,2 %,لا,بوصفة طبية,4.12,ar
MED04969,نيستاتين,معلق فموي,250 mg,نعم,بوصفة طبية,29.33,ar
MED00234,سيرترالين,مرهم,100 mg,لا,بوصفة طبية,36.02,ar
MED04567,بريدنيزون,محلول فموي,10 mg,لا,بوصفة طبية,62.29,ar
MED01663,نابروكسين,محلول فموي,20 mg,لا,بدون وصفة,62.54,ar
MED00416,زنك,مرهم,1 %,نعم,بدون وصفة,28.72,ar
MED04247,أسيكلوفير,معلق فموي,5 mg,لا,بدون وصفة,34.53,ar
MED02174,دوكسيسيكلين,بخاخ,2 %,نعم,بوصفة طبية,25.32,ar
MED01457,كليندامايسين,بخاخ,400 mg,نعم,بوصفة طبية,4.96,ar
MED00747,دوكسيسيكلين,كريم,20 mg,نعم,بوصفة طبية,44.4,ar
MED00018,بريدنيزون,معلق فموي,250 mg,نعم,بوصفة طبية,37.0,ar
MED01201,لوراتادين,بخاخ,250 mg,لا,بوصفة طبية,8.91,ar
MED01700,راميبريل,كريم,850 mg,نعم,بوصفة طبية,28.29,ar
MED03254,بريدنيزون,كبسولة,100 mg,لا,بوصفة طبية,18.62,ar
MED00597,فلوكسيتين,محلول فموي,5 mg/ml,لا,بوصفة طبية,8.92,ar
MED03227,بروبرانولول,محلول فموي,400 mg,نعم,بوصفة طبية,22.12,ar
MED04406,زنك,حقن,500 mg,نعم,بدون وصفة,85.54,ar
MED04720,غوايفينيسين,بخاخ,10 mg,نعم,بدون وصفة,54.21,ar
MED01506,أتورفاستاتين,شراب,10 mg,لا,بوصفة طبية,55.39,ar
MED01413,حمض أسيتيل الساليسيليك (أسبرين),مرهم,5 mg/ml,نعم,بوصفة طبية,42.78,ar
MED01966,روسوفاستاتين,شراب,1 %,لا,بوصفة طبية,18.79,ar
MED00372,ديكلوفيناك,بخاخ,10 mg,نعم,بوصفة طبية,86.92,ar
MED01341,أمبروكسول,مرهم,10 mg,لا,بوصفة طبية,45.08,ar
MED00599,أوميبرازول,مرهم,10 mg,لا,بدون وصفة,24.16,ar
MED00239,كلوتريمازول,معلق فموي,40 mg,نعم,بدون وصفة,14.1,ar
MED03401,سيتيريزين,كريم,5 mg/ml,نعم,بوصفة طبية,61.18,ar
MED02068,بروبرانولول,كبسولة,1 %,لا,بوصفة طبية,18.12,ar
MED00811,أسيكلوفير,شراب,1 %,لا,بوصفة طبية,55.92,ar
MED01095,دوكسيسيكلين,معلق فموي,850 mg,لا,بوصفة طبية,57.89,ar
MED04325,سبيرونولاكتون,معلق فموي,100 µg/dose,لا,بوصفة طبية,23.84,ar
MED04761,حديد (حديدوز),محلول فموي,250 mg,نعم,بوصفة طبية,53.49,ar
MED03677,حمض الفوليك,كبسولة,500 mg,لا,بوصفة طبية,72.95,ar
MED03465,لوسارتان,كبسولة,1 %,نعم,بوصفة طبية,9.49,ar
MED03104,ديازيبام,معلق فموي,2 %,نعم,بوصفة طبية,49.59,ar
MED02750,إنسولين جلارجين,محلول فموي,300 mg,نعم,بوصفة طبية,46.67,ar
MED02296,سيتيريزين,قرص,850 mg,نعم,بدون وصفة,62.05,ar
MED04193,باراسيتامول,حقن,1000 mg,نعم,بدون وصفة,82.54,ar
MED03709,نيستاتين,كبسولة,2 %,نعم,بوصفة طبية,79.54,ar
MED03019,برومهيكسين,معلق فموي,300 mg,نعم,بوصفة طبية,57.68,ar
MED04253,بيسوبرولول,حقن,850 mg,نعم,بوصفة طبية,72.2,ar
MED00804,برومهيكسين,كبسولة,1 %,لا,بوصفة طبية,4.2,ar
MED04191,هيدروكورتيزون,كبسولة,100 mg,لا,بوصفة طبية,25.33,ar
MED03706,زنك,معلق فموي,40 mg,لا,بوصفة طبية,28.73,ar
MED00752,أسيكلوفير,شراب,20 mg,لا,بوصفة طبية,14.83,ar
MED04645,ديازيبام,بخاخ,1 %,نعم,بوصفة طبية,41.29,ar
MED02532,أتورفاستاتين,مرهم,10 mg,لا,بدون وصفة,19.01,ar
MED00622,سيتاجليبتين,كريم,1000 mg,لا,بوصفة طبية,27.72,ar
MED02298,ديكلوفيناك,قرص,100 µg/dose,لا,بوصفة طبية,4.58,ar
MED03829,ديازيبام,قرص,1 %,نعم,بوصفة طبية,12.59,ar
MED00567,أزيثروميسين,بخاخ,5 mg/ml,لا,بوصفة طبية,18.71,ar
MED01136,فلوكسيتين,كبسولة,850 mg,نعم,بوصفة طبية,70.64,ar
MED01205,مونتيلوكاست,شراب,20 mg,نعم,بوصفة طبية,20.51,ar
MED01048,بروبرانولول,كريم,2 %,نعم,بوصفة طبية,4.55,ar
MED00052,سيتيريزين,محلول فموي,200 mg,لا,بدون وصفة,7.13,ar
MED03652,إسيتالوبرام,قرص,10 mg,نعم,بوصفة طبية,4.19,ar
MED01045,دوكسيسيكلين,بخاخ,1000 mg,لا,بوصفة طبية,32.49,ar
MED02182,مغنيسيوم,كبسولة,20 mg,لا,بدون وصفة,7.31,ar
MED02689,أزيثروميسين,معلق فموي,5 mg/ml,نعم,بوصفة طبية,60.4,ar
MED00535,سيرترالين,بخاخ,300 mg,لا,بوصفة طبية,53.22,ar
MED03185,إنسولين سريع المفعول,كبسولة,100 µg/dose,نعم,بوصفة طبية,46.86,ar
MED03858,أملوديبين,كريم,100 mg,نعم,بوصفة طبية,34.73,ar
MED00444,مونتيلوكاست,مرهم,40 mg,نعم,بوصفة طبية,23.97,ar
MED03605,أمبروكسول,كبسولة,40 mg,لا,بدون وصفة,2.01,ar
MED00196,سيتيريزين,معلق فموي,40 mg,نعم,بدون وصفة,45.04,ar
MED01116,سبيرونولاكتون,معلق فموي,100 mg,نعم,بوصفة طبية,60.66,ar
MED00766,فيتامين د3,بخاخ,850 mg,لا,بوصفة طبية,20.91,ar
MED01946,ديكلوفيناك,مرهم,100 µg/dose,لا,بوصفة طبية,31.67,ar
MED03248,سالبوتامول,شراب,5 mg,نعم,بدون وصفة,46.02,ar
MED03003,غوايفينيسين,كبسولة,100 µg/dose,لا,بوصفة طبية,65.02,ar
MED01433,سبيرونولاكتون,مرهم,20 mg,نعم,بوصفة طبية,47.36,ar
MED04201,غوايفينيسين,بخاخ,100 mg,لا,بدون وصفة,22.32,ar
MED03096,إيزيتيميب,كريم,250 mg,لا,بوصفة طبية,32.78,ar
MED02923,إنسولين NPH,شراب,500 mg,لا,بوصفة طبية,11.19,ar
MED00645,سيرترالين,بخاخ,100 mg,نعم,بوصفة طبية,5.93,ar
MED01050,فيتامين د3,بخاخ,2 %,لا,بدون وصفة,29.54,ar
MED03746,سالبوتامول,شراب,100 mg,لا,بوصفة طبية,12.14,ar
MED04094,بيسوبرولول,حقن,5 mg/ml,نعم,بوصفة طبية,28.28,ar
MED04404,سيتاجليبتين,بخاخ,20 mg,لا,بوصفة طبية,94.28,ar
MED00121,فلوكسيتين,قرص,250 mg,نعم,بوصفة طبية,12.07,ar
MED02053,سيتاجليبتين,قرص,5 mg/ml,نعم,بوصفة طبية,11.12,ar
MED04259,جليكلازيد,محلول فموي,850 mg,لا,بوصفة طبية,2.5,ar
MED04889,بانتوبرازول,بخاخ,5 mg,لا,بوصفة طبية,9.19,ar
MED04335,سيتيريزين,حقن,300 mg,نعم,بدون وصفة,73.16,ar
MED04692,أموكسيسيلين,كريم,5 mg/ml,لا,بوصفة طبية,8.09,ar
MED00135,روسوفاستاتين,محلول فموي,850 mg,نعم,بوصفة طبية,47.6,ar
MED02461,بيسوبرولول,كبسولة,400 mg,لا,بوصفة طبية,17.71,ar
MED01955,فلوكسيتين,بخاخ,100 µg/dose,لا,بوصفة طبية,30.75,ar
MED02464,راميبريل,بخاخ,400 mg,نعم,بوصفة طبية,6.11,ar
MED00185,أمبروكسول,معلق فموي,250 mg,لا,بوصفة طبية,24.44,ar
MED01393,سيتاجليبتين,حقن,2 %,نعم,بوصفة طبية,74.81,ar
MED02277,أزيثروميسين,كريم,200 mg,لا,بوصفة طبية,54.97,ar
MED00512,نيستاتين,محلول فموي,20 mg,لا,بدون وصفة,59.58,ar
MED04730,بانتوبرازول,قرص,1000 mg,نعم,بوصفة طبية,37.47,ar
MED04055,بروبرانولول,بخاخ,400 mg,لا,بوصفة طبية,65.75,ar
MED03138,بريدنيزون,معلق فموي,2 %,لا,بوصفة طبية,28.12,ar
MED02670,كليندامايسين,حقن,100 mg,نعم,بوصفة طبية,6.19,ar
MED04774,بريدنيزون,مرهم,100 µg/dose,لا,بوصفة طبية,61.04,ar
MED04862,أتورفاستاتين,كريم,300 mg,لا,بوصفة طبية,38.61,ar
MED02118,فوروسيميد,بخاخ,100 µg/dose,لا,بوصفة طبية,16.12,ar
MED00252,أتورفاستاتين,كبسولة,100 mg,لا,بوصفة طبية,78.4,ar
MED03527,إيزيتيميب,بخاخ,850 mg,نعم,بوصفة طبية,89.34,ar
MED03560,برومهيكسين,محلول فموي,100 mg,نعم,بدون وصفة,52.34,ar
MED04012,غوايفينيسين,شراب,200 mg,لا,بدون وصفة,5.6,ar
MED01508,مغنيسيوم,حقن,10 mg,لا,بوصفة طبية,94.17,ar
MED00123,إسيتالوبرام,مرهم,850 mg,لا,بوصفة طبية,9.27,ar
MED04260,سيتيريزين,كبسولة,100 µg/dose,لا,بدون وصفة,7.07,ar
MED03334,أمبروكسول,مرهم,400 mg,نعم,بدون وصفة,18.3,ar
MED01872,إيزيتيميب,محلول فموي,40 mg,لا,بوصفة طبية,38.46,ar
MED03693,أزيثروميسين,شراب,5 mg,لا,بوصفة طبية,28.61,ar
MED00568,حمض الفوليك,كبسولة,500 mg,لا,بدون وصفة,67.6,ar
MED01372,بانتوبرازول,محلول فموي,20 mg,لا,بوصفة طبية,60.62,ar
MED03186,كليندامايسين,بخاخ,40 mg,نعم,بوصفة طبية,85.27,ar
MED03956,دوكسيسيكلين,شراب,1 %,نعم,بوصفة طبية,51.11,ar
MED01057,مغنيسيوم,حقن,850 mg,نعم,بوصفة طبية,48.18,ar
MED00857,إنسولين جلارجين,بخاخ,200 mg,لا,بوصفة طبية,91.46,ar
MED03839,مغنيسيوم,محلول فموي,200 mg,لا,بوصفة طبية,52.89,ar
MED02861,فلوكسيتين,كريم,200 mg,لا,بوصفة طبية,37.0,ar
MED04770,نابروكسين,معلق فموي,1 %,لا,بدون وصفة,46.34,ar
MED00777,فوروسيميد,شراب,1 %,لا,بوصفة طبية,42.53,ar
MED00721,كلوتريمازول,مرهم,5 mg,نعم,بدون وصفة,40.58,ar
MED02711,إنسولين NPH,مرهم,850 mg,لا,بوصفة طبية,27.99,ar
MED02655,أوميبرازول,كبسولة,300 mg,لا,بوصفة طبية,24.11,ar
MED04878,بروبرانولول,معلق فموي,200 mg,لا,بوصفة طبية,9.74,ar
MED00603,سبيرونولاكتون,بخاخ,250 mg,لا,بوصفة طبية,45.05,ar
MED03823,رانيتيدين,كبسولة,5 mg/ml,نعم,بوصفة طبية,47.11,ar
MED01245,غوايفينيسين,قرص,5 mg,نعم,بوصفة طبية,24.7,ar
MED04846,بانتوبرازول,حقن,300 mg,نعم,بوصفة طبية,51.51,ar
MED04842,إنسولين NPH,قرص,5 mg,نعم,بوصفة طبية,46.78,ar
MED00319,مونتيلوكاست,كريم,200 mg,نعم,بدون وصفة,20.19,ar
MED00829,باراسيتامول,قرص,1000 mg,لا,بوصفة طبية,34.4,ar
MED03264,بيسوبرولول,بخاخ,10 mg,لا,بوصفة طبية,20.26,ar
MED00275,كليندامايسين,بخاخ,250 mg,لا,بوصفة طبية,47.99,ar
MED02665,بانتوبرازول,كريم,100 µg/dose,نعم,بوصفة طبية,26.37,ar
MED00550,جليكلازيد,كبسولة,40 mg,لا,بدون وصفة,9.27,ar
MED03642,إنسولين جلارجين,قرص,2 %,نعم,بوصفة طبية,25.92,ar
MED04054,فوروسيميد,حقن,5 mg,نعم,بوصفة طبية,80.61,ar
MED04893,لوسارتان,معلق فموي,5 mg/ml,نعم,بوصفة طبية,5.98,ar
MED02935,كليندامايسين,محلول فموي,2 %,لا,بوصفة طبية,47.89,ar
MED00606,حمض أسيتيل الساليسيليك (أسبرين),قرص,5 mg,نعم,بدون وصفة,11.67,ar
MED00897,برومهيكسين,حقن,850 mg,نعم,بدون وصفة,24.93,ar
MED00528,ميتفورمين,معلق فموي,40 mg,نعم,بوصفة طبية,16.06,ar
MED04608,أملوديبين,حقن,10 mg,لا,بوصفة طبية,71.25,ar
MED02348,راميبريل,بخاخ,5 mg,لا,بوصفة طبية,21.81,ar
MED03440,فوروسيميد,حقن,5 mg/ml,لا,بوصفة طبية,56.2,ar
MED04999,سالبوتامول,حقن,20 mg,لا,بوصفة طبية,74.03,ar
MED04827,رانيتيدين,حقن,5 mg/ml,لا,بدون وصفة,83.04,ar
MED03923,إيزيتيميب,معلق فموي,20 mg,نعم,بوصفة طبية,22.21,ar
MED00299,بانتوبرازول,مرهم,20 mg,نعم,بوصفة طبية,45.98,ar
MED02120,فوروسيميد,شراب,100 mg,لا,بوصفة طبية,18.65,ar
MED02537,دوكسيسيكلين,كبسولة,100 mg,نعم,بوصفة طبية,15.67,ar
MED04204,كلوتريمازول,بخاخ,400 mg,نعم,بدون وصفة,84.66,ar
MED03255,سيبروفلوكساسين,مرهم,10 mg,لا,بوصفة طبية,34.44,ar
MED03726,رانيتيدين,كريم,1 %,نعم,بوصفة طبية,52.02,ar
MED01261,بانتوبرازول,مرهم,100 mg,نعم,بوصفة طبية,14.39,ar
MED01559,أزيثروميسين,معلق فموي,10 mg,لا,بوصفة طبية,52.96,ar
MED03270,أمبروكسول,محلول فموي,10 mg,نعم,بدون وصفة,17.3,ar
MED04047,حمض الفوليك,كريم,1 %,نعم,بدون وصفة,14.11,ar
MED00757,سيبروفلوكساسين,كبسولة,1000 mg,لا,بوصفة طبية,9.95,ar
MED01011,سيتاجليبتين,مرهم,850 mg,نعم,بوصفة طبية,22.02,ar
MED02795,لوسارتان,حقن,500 mg,لا,بوصفة طبية,62.15,ar
MED02906,سيتيريزين,محلول فموي,10 mg,لا,بدون وصفة,62.51,ar
MED01871,سيتيريزين,حقن,40 mg,نعم,بدون وصفة,13.84,ar
MED02230,إنسولين NPH,كريم,2 %,لا,بوصفة طبية,53.61,ar
MED01174,لوسارتان,معلق فموي,5 mg,نعم,بوصفة طبية,2.48,ar
MED01833,سبيرونولاكتون,كبسولة,200 mg,لا,بوصفة طبية,66.31,ar
MED00377,بروبرانولول,معلق فموي,100 µg/dose,لا,بوصفة طبية,39.75,ar
MED03854,أوميبرازول,محلول فموي,100 µg/dose,نعم,بوصفة طبية,62.06,ar
MED03617,سيبروفلوكساسين,مرهم,100 µg/dose,نعم,بوصفة طبية,18.84,ar
MED00799,جليكلازيد,محلول فموي,200 mg,نعم,بوصفة طبية,18.23,ar
MED00379,أتورفاستاتين,حقن,200 mg,لا,بدون وصفة,27.93,ar
MED01159,مونتيلوكاست,بخاخ,40 mg,نعم,بدون وصفة,18.64,ar
MED03820,إيبوبروفين,كريم,1000 mg,لا,بوصفة طبية,18.25,ar
MED02793,أملوديبين,شراب,10 mg,لا,بوصفة طبية,30.06,ar
MED02241,ديازيبام,كريم,250 mg,نعم,بوصفة طبية,19.44,ar
MED04036,نيستاتين,حقن,5 mg,نعم,بدون وصفة,89.61,ar
MED02663,فيتامين د3,كريم,850 mg,نعم,بوصفة طبية,45.97,ar
MED04013,إنسولين NPH,قرص,1000 mg,لا,بوصفة طبية,40.36,ar
MED02958,أملوديبين,محلول فموي,100 µg/dose,لا,بوصفة طبية,41.64,ar
MED03928,سالبوتامول,قرص,400 mg,نعم,بدون وصفة,19.81,ar
MED01039,ديازيبام,حقن,100 µg/dose,نعم,بوصفة طبية,77.63,ar
MED03260,سيتاجليبتين,شراب,1000 mg,لا,بوصفة طبية,13.01,ar
MED01345,أمبروكسول,كبسولة,100 mg,نعم,بدون وصفة,40.14,ar
MED02506,نيستاتين,محلول فموي,100 mg,لا,بوصفة طبية,41.08,ar
MED01722,نابروكسين,محلول فموي,850 mg,لا,بوصفة طبية,5.68,ar
MED04664,أزيثروميسين,شراب,850 mg,نعم,بوصفة طبية,26.15,ar
MED00176,راميبريل,معلق فموي,20 mg,لا,بوصفة طبية,6.29,ar
MED04894,فيتامين د3,شراب,5 mg,نعم,بدون وصفة,62.45,ar
MED01910,كيتوبروفين,بخاخ,100 µg/dose,لا,بدون وصفة,86.76,ar
MED00046,سيتاجليبتين,شراب,200 mg,نعم,بوصفة طبية,39.27,ar
MED03410,باراسيتامول,حقن,5 mg/ml,نعم,بدون وصفة,42.94,ar
MED04675,أسيكلوفير,مرهم,5 mg/ml,نعم,بدون وصفة,14.92,ar
MED01076,حمض الفوليك,شراب,2 %,نعم,بوصفة طبية,20.6,ar
MED02830,بيسوبرولول,محلول فموي,250 mg,لا,بوصفة طبية,22.87,ar
MED01505,إيبوبروفين,كبسولة,5 mg,نعم,بوصفة طبية,31.21,ar
MED02310,برومهيكسين,حقن,200 mg,لا,بوصفة طبية,25.16,ar
MED01437,سيتيريزين,مرهم,2 %,نعم,بوصفة طبية,61.48,ar
MED02419,فيتامين د3,مرهم,850 mg,نعم,بدون وصفة,38.08,ar
MED03987,بيسوبرولول,قرص,5 mg,لا,بوصفة طبية,74.1,ar
MED03099,أموكسيسيلين,كبسولة,2 %,لا,بوصفة طبية,52.75,ar
MED04589,غوايفينيسين,كبسولة,2 %,لا,بوصفة طبية,52.81,ar
MED00284,كلوتريمازول,معلق فموي,300 mg,لا,بدون وصفة,60.03,ar
